0,20
0,20
0,20
1.31893,18.0432
1.31893,18.0432
1.31893,18.0432
1.31893,18.0432
2.6,16.2
2.6,16.2
2.6,16.2
2.6,16.2
2.6,16.2
3.84393,14.4682
3.84393,14.4682
#
3.84393,14.4682
3.84393,14.4682
5.05143,12.8457
5.05143,12.8457
5.05143,12.8457
6.22321,11.3304
#
6.22321,11.3304
6.22321,11.3304
6.22321,11.3304
7.36,9.92
#
7.36,9.92
7.36,9.92
7.36,9.92
8.4625,8.6125
#
8.4625,8.6125
8.4625,8.6125
9.53143,7.40571
9.53143,7.40571
9.53143,7.40571
9.53143,7.40571
10.5675,6.2975
10.5675,6.2975
#
11.5714,5.28571
10.5675,6.2975
12.5439,4.36821
12.5439,4.36821
#
12.5439,4.36821
12.5439,4.36821
13.4857,3.54286
14.3975,2.8075
#
14.3975,2.8075
14.3975,2.8075
15.28,2.16
15.28,2.16
16.1339,1.59821
16.1339,1.59821
16.96,1.12
16.1339,1.59821
17.7589,0.723214
18.5314,0.405714
#
18.5314,0.405714
19.2782,0.165357
20,7.10543e-15
20,7.10543e-15
20.6975,-0.0925
21.3714,-0.114286
22.0225,-0.0675
21.3714,-0.114286
22.6514,0.0457143
23.2589,0.223214
23.8457,0.462857
24.4125,0.7625
24.96,1.12
24.96,1.12
25.4889,1.53321
26,2
26.4939,2.51821
26.4939,2.51821
26.4939,2.51821
27.4332,3.70036
27.4332,3.70036
27.88,4.36
28.3125,5.0625
28.3125,5.0625
28.7314,5.80571
28.7314,5.80571
#
29.1375,6.5875
29.1375,6.5875
29.5314,7.40571
29.9139,8.25821
29.9139,8.25821
30.2857,9.14286
30.2857,9.14286
30.2857,9.14286
30.6475,10.0575
30.6475,10.0575
#
31,11
31.3439,11.9682
31.3439,11.9682
31.68,12.96
31.68,12.96
32.0089,13.9732
#
32.0089,13.9732
32.3314,15.0057
32.3314,15.0057
32.6482,16.0554
#
32.6482,16.0554
32.6482,16.0554
32.96,17.12
32.96,17.12
33.2675,18.1975
33.2675,18.1975
33.5714,19.2857
33.5714,19.2857
33.8725,20.3825
33.8725,20.3825
33.8725,20.3825
34.1714,21.4857
#
34.1714,21.4857
34.4689,22.5932
34.4689,22.5932
34.7657,23.7029
#
34.7657,23.7029
34.7657,23.7029
34.7657,23.7029
35.36,25.92
35.36,25.92
35.36,25.92
#
35.6589,27.0232
35.6589,27.0232
35.96,28.12
35.96,28.12
36.2639,29.2082
36.2639,29.2082
36.5714,30.2857
36.5714,30.2857
36.8832,31.3504
36.8832,31.3504
36.8832,31.3504
37.2,32.4
37.2,32.4
37.5225,33.4325
37.5225,33.4325
37.8514,34.4457
37.8514,34.4457
38.1875,35.4375
38.1875,35.4375
38.5314,36.4057
38.5314,36.4057
38.8839,37.3482
38.8839,37.3482
39.2457,38.2629
39.2457,38.2629
39.6175,39.1475
39.6175,39.1475
40,40
40.3939,40.8182
40.3939,40.8182
40.8,41.6
40.8,41.6
41.2189,42.3432
41.6514,43.0457
41.6514,43.0457
42.0982,43.7054
42.0982,43.7054
42.56,44.32
43.0375,44.8875
43.5314,45.4057
43.5314,45.4057
44.0425,45.8725
44.5714,46.2857
45.1189,46.6432
45.1189,46.6432
45.6857,46.9429
46.2725,47.1825
46.88,47.36
47.5089,47.4732
47.5089,47.4732
48.16,47.52
48.8339,47.4982
49.5314,47.4057
49.5314,47.4057
50.2532,47.2404
51,47
51,47
51.7725,46.6825
51.7725,46.6825
52.5714,46.2857
53.3975,45.8075
53.3975,45.8075
54.2514,45.2457
54.2514,45.2457
55.1339,44.5982
55.1339,44.5982
55.1339,44.5982
56.0457,43.8629
56.0457,43.8629
56.9875,43.0375
56.9875,43.0375
57.96,42.12
57.96,42.12
57.96,42.12
58.9639,41.1082
58.9639,41.1082
58.9639,41.1082
60,40
#
